data,label
"{'id': '4WWIF0', 'data': 'hello', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'TCMDFQ', 'data': 'But job location', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'NBSW3D', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'LKYJD9', 'data': 'I have learning license', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '94LFUN', 'data': 'Which city', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'EE24ZT', 'data': 'Hello', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'WEPQTT', 'data': 'You head office', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': '039QO8', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'XYIWKR', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': '56S4XN', 'data': 'Whr is your office pls', 'message_order': 4, 'comments': ['']}",greeting
"{'id': '30R80E', 'data': 'Gud mrng', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'C6ZEDT', 'data': 'Ok not interested', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'H38PTG', 'data': ""I have lost my license so I'm making new"", 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'GHHPUZ', 'data': 'Hii', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '7TZTAM', 'data': 'Hlo', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'X34EWI', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'YPFW58', 'data': 'K', 'message_order': 3, 'comments': ['']}",location
"{'id': 'RUG0BB', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '2DZF8P', 'data': 'OK.ok', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'II9M86', 'data': 'K', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': '295WE7', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'P1JH2M', 'data': 'Hello', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '3XZDFI', 'data': 'Okey', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'XQ84T5', 'data': 'Which location', 'message_order': 5, 'comments': ['']}",location
"{'id': '80MSEU', 'data': 'Lr', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '27QL1V', 'data': 'Hii', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'O89PMZ', 'data': 'Gud morning', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'B9I333', 'data': 'Which area', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'A4WZES', 'data': 'But mere paas bike nhi hai', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'HYSELH', 'data': 'Llr', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'C286XU', 'data': 'Hello job location akkada', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': '1DKKQK', 'data': 'Bhakk', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'PBV1A3', 'data': 'Okay', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '6HB21K', 'data': ""I don't have vehicle sir"", 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'RLXHOU', 'data': 'Sorry', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'YUFNT7', 'data': 'Location were', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'Q70ZHB', 'data': 'Wher', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'G1X3XA', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'ADWYPN', 'data': 'Dl', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'JS11UL', 'data': 'Snd the location', 'message_order': 5, 'comments': ['']}",location
"{'id': 'TE2O24', 'data': 'Two wheeler ahe pan license nahi', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'B5G4OK', 'data': 'Hello me Peru', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'E3CKAK', 'data': 'ok', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'KRXOTI', 'data': 'No bike', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'T11AS8', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'BK3V7X', 'data': 'hi', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': 'CVTK5R', 'data': 'Tq', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'KPMR0D', 'data': 'Interview place', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'OLWH4F', 'data': 'Ok thanks sir', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '7QC3FB', 'data': 'Job kaha pr h sir', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'QKBFHM', 'data': 'Address', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'B2OWDA', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'KYUAV4', 'data': 'Gm', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': '3V1DNQ', 'data': 'Hiii', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'XFXCJZ', 'data': 'Helo', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'QVNYC2', 'data': 'Okay', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '7J7861', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '2CLA15', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'J5ED7V', 'data': 'I have no bike', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'IJTIDQ', 'data': 'Hello', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'DON336', 'data': 'Hii', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'Y9UT28', 'data': 'I have no two wheeler', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'MU1ZOI', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'YGNTGJ', 'data': 'yes but where are from', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'M2KEX4', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'W8W0VP', 'data': 'Hello', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'EICLS9', 'data': 'Hello how are you', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '4MEDI6', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'EMJ0E8', 'data': 'Location', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'DVWJ17', 'data': 'Mere pass bike nhi hai', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'WHM7QW', 'data': 'Hi ra', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'NTYD0W', 'data': '📷 Good morning everyone.........', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'FPKVL3', 'data': '📷 Good morning', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'SFBDIC', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '4U617C', 'data': 'Better i WL BLK u', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'ATMWBB', 'data': 'मेरे पास बाइक नही है', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '6YMHH4', 'data': 'Hello', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'X6YLBO', 'data': 'sir bike nahi hai', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'Y3SH9Y', 'data': 'Nahi', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'RY2Y69', 'data': 'Hello', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'F8BIDM', 'data': 'Kk', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'Z49Q7G', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '019LLI', 'data': 'Where', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'G51VCB', 'data': ""I don't have vehicles and license also"", 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'QDYWFD', 'data': 'Gd mrng', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'FE9ZD1', 'data': 'K', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'RC97MT', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'TPCLC5', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'NFD0BP', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '4INEVO', 'data': 'Am from thiruvallur where is job Location', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'I99L06', 'data': 'Where is kasturinagar ?', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '5DHOLO', 'data': 'Kidar hey', 'message_order': 2, 'comments': ['']}",location
"{'id': 'FJTUMK', 'data': 'లేదు', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '5RLRN0', 'data': 'Hii', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'KODRH6', 'data': 'Give address', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': 'S4PNMZ', 'data': 'Tq', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '1JUGLD', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'D3HMHC', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'U1M17Q', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'SHVXFF', 'data': 'learning licence', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'UGVYFH', 'data': 'Dombivli mein hai kya??', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '96RDFQ', 'data': 'Apply chesanu', 'message_order': 4, 'comments': ['']}",greeting
"{'id': '8S0MYG', 'data': 'Bat were', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'X3I8HU', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '94A1HG', 'data': 'Good Morning', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': '84TDV4', 'data': 'Okay', 'message_order': 0, 'comments': ['']}",location
"{'id': '2VZZEY', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'Q90QFX', 'data': 'Bhai apka location kidar hi', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '6GX8LN', 'data': 'IAM not interested', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'NI60LW', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",location
"{'id': 'R7CWTM', 'data': 'Hiii sir', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'K2UGS5', 'data': 'Were is the place', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'CJWDDY', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'NDXHZ1', 'data': ""I don't have bike"", 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'S1EEUU', 'data': 'OK sir', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'XLBUPK', 'data': 'I dot have licence', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'DRF99K', 'data': 'Learning license', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'KAAS3I', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'WLPI8T', 'data': 'Na Ku bike', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'EA6E53', 'data': 'Ok ok', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '7MF3FX', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'MJS835', 'data': 'K', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'MQ0JKV', 'data': 'Sir', 'message_order': 3, 'comments': ['']}",location
"{'id': '514VIE', 'data': 'Nhi karna h', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'J5BXES', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'DFUSH5', 'data': 'Bike nhi hai', 'message_order': 0, 'comments': ['']}",location
"{'id': '6J12XY', 'data': ""But I'm below 18"", 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '02ZUBP', 'data': 'ok', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'MVRFXJ', 'data': 'Mere paas filhaal driving licence ka paavti hai', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': 'NG6FJV', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'BX2FJ9', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'Q6XN90', 'data': 'Good night', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': '23FHY0', 'data': 'hi', 'message_order': 3, 'comments': ['']}",greeting
"{'id': '2B70RI', 'data': 'Ol', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '3MAL6L', 'data': 'Hlo', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'F7GLVM', 'data': 'Where!?', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'PKC1CH', 'data': 'Gn', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'N3I54Z', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'WBGB3U', 'data': 'Whr in job', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'YDBVH9', 'data': 'Kk thank you', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'TXSKIG', 'data': 'Hold on', 'message_order': 4, 'comments': ['']}",location
"{'id': 'G1TSEX', 'data': 'Where is office address', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'PFD6U8', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '0QY7MT', 'data': 'Which area', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'W7ZV7N', 'data': 'Hai', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'ETZ53I', 'data': 'Where', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '9IWM97', 'data': 'No', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'PJMCUJ', 'data': 'Ok sir', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '6HQ1YT', 'data': ""inshallah i we'll come"", 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'OJU2S1', 'data': 'Okay', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'GOZ8X4', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'UGTC13', 'data': 'Bike Nahi hai.', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'UMDN3T', 'data': 'I m under 18', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'MW5HRF', 'data': 'Not interested', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'N1ND0Y', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'Y7IXQ5', 'data': 'K', 'message_order': 4, 'comments': ['']}",location
"{'id': '2D92ZZ', 'data': 'Location', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'WNS621', 'data': 'Kk lev it', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': '3Q7TU2', 'data': 'Hii', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'C4J6T1', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'LI5X6H', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'GMZTUL', 'data': 'Hello', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '6W0UNT', 'data': 'Where..?', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'Q81XR1', 'data': 'Assalatu khairu minanum', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': '57KTTN', 'data': 'Learning', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'JOYSXL', 'data': 'Yes but i am no money', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'MRSG6E', 'data': 'ok', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'QPAOFT', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'MCGB4N', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'UNZAL6', 'data': 'Sir can u say me were tht office', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'Q56QQT', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'FP1W6R', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'US5NIH', 'data': 'Ledhuu', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'CCMJRX', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'XA23CA', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '665MN2', 'data': 'Mere paas bike nhi hai', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'K4FFH0', 'data': 'Sorry but muze bike chalana nhi aata', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '263DIM', 'data': 'Hiiii', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'IT4J2T', 'data': 'hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'UK5ZAY', 'data': 'Where kasthuri nagar come', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'K0EAZN', 'data': 'Ledhu,but teeeskuntanu', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '0987UV', 'data': 'Halo', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'R9EL35', 'data': 'Im present busy', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '6V6RTZ', 'data': 'Llr', 'message_order': 2, 'comments': ['']}",location
"{'id': 'IRDHVO', 'data': 'Thanks', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'KALEVH', 'data': 'No', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'RN1JLA', 'data': 'Sir I need job in near by rajajinagar, is there any delivery boy jobs', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'UG8A8J', 'data': 'hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'GPDKNB', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'S48P1L', 'data': 'Where is the location', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '2I109P', 'data': 'Wher', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'GT9CV4', 'data': 'Okk', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': '1TDN99', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'K5YSZY', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'KNIZBF', 'data': 'I have LL', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'KKGWTF', 'data': 'Thanks for the information', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'GFESJW', 'data': 'Bro', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'BMUZD5', 'data': 'Hi yari', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'OX5RVG', 'data': 'K', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'MEP4FK', 'data': 'Hlo', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '90VJWM', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'SVYZ24', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'TODM1M', 'data': 'Btw for which location', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'H7A6V2', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'CIBS34', 'data': 'Licnc he but bike nahi', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'IN8SYY', 'data': 'Noh', 'message_order': 1, 'comments': ['']}",location
"{'id': 'TXLUDM', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '646HIG', 'data': 'hii', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '3MWG4F', 'data': 'assalamualaikum', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'WP6ZAX', 'data': 'Office address', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '9O1Z6P', 'data': 'जय महाराष्ट्र', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'PIKWPC', 'data': ""I don't hv bike and license"", 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'DRR952', 'data': 'hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '4WREKB', 'data': 'Hii', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'LPU45J', 'data': 'Ok thnx bro', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'J71D7C', 'data': 'K', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '5LI5L1', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'NSDPFU', 'data': 'Hii', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'DFNWKA', 'data': '4 welar lagana hy', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'PGUK1L', 'data': 'thank u computer', 'message_order': 4, 'comments': ['']}",whoAreYou
